Id,Ideology,Income,Interested,Looking,Name,Occupation,Party,Relationship,Religion,Birthday,Education,Ethnicity,Gender
123zxc,?,?,?,?,?,?,?,?,?,?,?,?,?
mcalvert,?,?,?,?,?,Student,?,?,Atheist,?,High School,White,Female
peter.pistole9,?,?,?,?,?,?,?,?,?,?,?,?,Male
Idiosyncratic,?,?,?,?,?,?,?,?,?,?,?,?,?
Sammy_un,?,?,?,?,?,?,?,?,?,?,?,?,?
Albert11317,?,?,?,?,?,?,?,?,?,?,?,?,?
Jelliminelli,?,?,?,?,?,?,?,?,?,?,?,?,?
hayden.miller,?,?,?,?,?,?,?,?,?,?,?,?,?
BuleFirePhonix,Liberal,Other,in Men and Women,?,?,Student,?,In a Relationship,Atheist,?,?,White,Female
risingstar,?,?,?,?,?,?,?,?,?,?,?,?,?
Thequeen_23,?,?,?,?,?,?,?,?,?,?,?,?,?
trinityhobdey,?,?,?,?,?,?,?,?,?,?,?,?,?
TheIncredibleMachine,?,?,?,?,?,?,?,?,?,?,?,?,?
Decat_39,?,?,?,?,?,?,?,?,?,?,?,?,?
bogrbon,?,?,?,?,?,?,?,?,?,?,?,?,?
PutinOnTheRitz,?,?,?,?,?,?,?,?,?,?,?,?,Male
dylanos,?,?,?,?,?,?,?,?,?,?,?,?,?
ElijahSmarts,?,?,?,?,?,?,?,?,?,?,?,?,?
Norman,Communist,Other,?,Networking, Private,?,Democratic Socialists Party,Other,Christian - Catholic,?,?,White,?
Zachjj44,?,?,?,?,?,?,?,?,?,?,?,?,?
SocialismBeatsGreed,Socialist,?,in Women,"Friendship, Networking",?,Student,Democratic Party,Single,Agnostic,?,High School,White,?
The_Milkalator,?,?,?,?,?,?,?,?,?,?,?,?,?
Kumaran,?,?,?,?,?,?,?,?,?,?,?,?,?
randomkidsrule,?,?,?,?,?,?,?,?,?,?,?,?,?
LittleJoeBart,?,?,?,?,?,?,?,?,?,?,?,?,?
luvtodraw,?,?,?,?,?,?,?,?,?,?,?,?,?
Lar-Dass,?,?,?,?,?,?,?,?,?,?,?,?,?
AGriffiths442,?,?,?,?,?,?,?,?,?,?,?,?,?
Majikku7,?,?,?,?,?,?,?,?,?,?,?,?,Female
Nothanks123,?,?,?,?,?,?,?,?,?,?,?,?,?
Mzansi,?,?,?,?,?,?,?,?,?,?,?,?,?
YoungLawyer,?,?,?,?,?,?,?,?,?,?,?,?,?
birthdayfan,Libertarian,?,?,?,?,?,Libertarian Party,?,Christian,?,High School,White,Male
The_Griffin,Progressive,?,?,?,?,Student,?,?,Deism,?,?,White,Male
jackamo,?,?,?,?,?,?,?,?,?,?,?,?,?
tyler3923,Libertarian,"$50,000 to $75,000",in Women,?,?,Military,Pirate Party,In a Relationship,Agnostic,?,Some College,White,Male
Wengchung,?,?,?,?,?,?,?,?,?,?,?,?,?
tsubasa1,?,?,?,?,?,?,?,?,?,?,?,?,?
kaleighm,?,?,?,?,?,?,?,?,?,?,?,?,?
locknlo_d86,?,?,?,?,?,?,?,?,?,?,?,?,?
hunterjsteele,?,?,in Women,?,?,?,?,Single,?,?,?,?,?
cinnavbon,?,?,?,?,?,?,?,?,?,?,?,?,?
Showmetheevidence,?,?,?,?,?,?,?,?,Deism,?,?,White,?
LWP2525,?,?,?,?,?,?,?,?,?,?,?,?,?
MaddyLynne44,?,?,?,?,?,?,?,?,?,?,?,?,?
Daniela_b92,?,?,?,?,?,?,?,?,?,?,?,?,Female
bobjoerock,?,?,?,?,?,?,?,?,?,?,?,?,?
Dill777,Moderate,?,?,?,?,Student,Republican Party,?,Agnostic,?,?,White,Male
Kelliehus,?,?,?,?,?,?,?,?,?,?,?,?,Female
Troyglidden,?,?,in Women,A Relationship,?,?,Independent,Single,?,?,?,White,?
politicsletslearn,?,?,?,?,?,?,?,?,?,?,?,?,?
Simpson,?,?,?,?,?,?,?,?,?,?,?,?,?
TylerRutherford120,Conservative,"More than $150,000",?,?,?,Executive,Republican Party,?,Christian - Lutheran,?,Graduate Degree,White,?
Muslimdebater,?,?,?,?,?,?,?,?,?,?,?,?,?
Casey1,?,?,?,?,?,?,?,?,?,?,?,?,?
Saska,Other,?,in Women,?,?,Student,Other,Married,Atheist,?,Bachelors Degree,White,?
Harley_Quinn,Liberal,Other,in Men and Women,"Friendship, Dating, A Relationship, Networking",Harley Quinn,Student,Democratic Party,Single,Atheist,1998,High School,White,Female
kuntakenta15,?,?,?,?,?,?,?,?,?,?,?,?,?
chelsea22,?,?,?,?,?,?,?,?,?,?,?,?,?
theevilofcomplacency,?,?,?,?,?,?,?,?,?,?,?,?,?
stargate,Conservative,?,in Women,?,?,Student,Republican Party,Single,Christian - Baptist,?,High School,White,Male
Sniperspy100,?,?,?,?,?,?,?,?,?,?,?,?,?
Chris_Young,?,?,?,?,?,?,?,?,?,?,?,?,?
Evannnn,Other,?,in Women,"Friendship, Networking",?,?,?,?,Atheist,?,High School,White,Male
thetinkerbell,?,?,in Men,Friendship,?,Travel,?,Single,Christian - Protestant,?,High School,Asian,Female
james13,?,?,?,?,?,?,?,?,?,?,?,?,?
jmat2240,?,?,?,?,?,?,?,?,?,?,?,?,?
Composer321,?,?,?,?,?,?,?,?,?,?,?,?,?
thomas1235,?,?,?,?,?,?,?,?,?,?,?,?,?
RogueAthiest,?,?,?,?,?,?,?,?,?,?,?,?,?
battleaxebill,?,?,?,?,?,?,?,?,?,?,?,?,?
swatfirex,?,?,?,?,?,?,?,?,?,?,?,?,?
blackstar303,?,?,?,?,?,?,?,?,?,?,?,?,?
Daxden,?,?,?,?,?,?,?,?,?,?,?,?,Male
that.dalek,?,?,?,?,?,?,?,?,?,?,?,?,?
didorus,?,?,?,?,?,?,?,?,?,?,?,?,?
arin,?,?,?,?,?,?,?,?,?,?,?,?,?
Brabus,Conservative,?,?,?,?,Student,Republican Party,Single,Christian - Protestant,?,?,White,?
ianchang1339,?,?,?,?,?,?,?,?,?,?,?,?,?
Tbenoit,?,?,?,?,?,?,?,?,?,?,?,?,?
Praemon,?,?,?,?,?,?,?,?,?,?,?,?,?
probedeeper,?,?,?,?,?,?,?,?,?,?,?,?,?
MaxxMurxx,?,?,?,?,?,?,?,?,?,?,?,?,?
Greggore,?,?,?,?,?,?,?,?,?,?,?,?,?
jackiexkan,?,?,?,?,?,?,?,?,?,?,?,?,?
dailymusings,Liberal,?,?,?,?,?,Democratic Party,Single,Christian,?,?,Black,Female
unitydenied,?,?,?,?,?,?,?,?,?,?,?,?,?
JJ19,?,?,?,?,?,?,?,?,?,?,?,?,Male
loupnoire,?,?,?,?,?,?,?,?,?,?,?,?,?
THsea,Undecided,?,in Women,Friendship,?,Student,Undecided,Single,Agnostic,?,Some College,Other,?
SaimaAbbasi,?,?,?,?,?,?,?,?,?,?,?,?,?
ryab,?,?,?,?,?,?,?,?,?,?,?,?,?
Rhetor,?,?,?,?,?,?,?,?,?,?,?,?,?
LadyLeader101,?,?,in Men,"Friendship, Dating, A Relationship",?,Student,?,Single,Other,?,?,?,Female
cjchang,?,?,?,?,?,?,?,?,?,?,?,?,?
skukian.warrior,?,?,?,?,?,?,?,?,?,?,?,?,?
CodingSource,Socialist,?,in Women,"Friendship, Networking",?,Student,?,Single,Christian - Catholic,?,High School,Asian,Male
Debator365,?,?,in Women,Friendship,?,Self-Employed,?,Married,Christian - Methodist,?,Graduate Degree,White,Male
rishabhsagar,?,?,?,?,?,?,?,?,?,?,?,?,?
hayhay7789,?,?,?,?,?,?,?,?,?,?,?,?,?
Subinimoh,Socialist,"$25,000 to $35,000",?,?,Subinimoh Xesud,Civil Service,Peace and Freedom Party,?,Other,?,Bachelors Degree,White,Male
andi291,?,?,?,?,?,?,?,?,?,?,?,?,?
Theta,?,?,?,?,?,?,?,?,?,?,?,?,?
magicman23,?,?,?,?,?,?,?,?,?,?,?,?,Male
hannah-smith98,?,?,in Men,Networking,?,Student,?,Single,Christian - Protestant,?,?,White,?
TheTruth0123,?,?,?,?,?,?,?,?,?,?,?,?,?
conservativeprogress,?,?,?,?,?,?,?,?,?,?,?,?,?
6rrrrrrr,?,?,?,?,?,?,?,?,?,?,?,?,?
Lonely-Bird,?,?,?,?,?,?,?,?,?,?,?,?,?
Rico_the_spartan,?,?,?,?,?,?,?,?,?,?,?,?,?
awesomezane,?,?,?,?,?,?,?,?,?,?,?,?,Female
Locke33,Conservative,"Less than $25,000",in Women,?,?,Student,Libertarian Party,?,Christian,?,?,White,?
maybebaby86,?,?,?,?,?,?,?,?,?,?,?,?,?
firemrshallbr,Libertarian,?,?,?,?,?,Libertarian Party,Married,?,?,Bachelors Degree,?,?
MarlKarx,?,?,?,?,?,?,?,?,?,?,?,?,?
shoebuster,?,?,in Women,?,?,Student,?,?,Agnostic,?,Other,White,?
AceBro,?,?,?,?,?,?,?,?,?,?,?,?,?
BrownSpud,?,?,?,?,?,?,?,?,?,?,?,?,?
Ahh,?,?,?,?,?,?,?,?,?,?,?,?,?
JuliusMaximus,Conservative,"Less than $25,000",in Women,Friendship,Ryan Private,?,Constitution Party,Single,Christian - Baptist,?,Other,White,Male
ChrisWalczyk,?,?,?,?,?,?,?,?,?,?,?,?,Male
RolfHarris,?,?,?,?,?,?,?,?,?,?,?,?,?
hadenkar,?,?,?,?,?,?,?,?,?,?,?,?,?
TheGhostOfCivilization,Socialist,?,in Women,Friendship,?,?,Democratic Party,?,Atheist,?,?,White,Male
Jamieaur,?,?,?,?,?,?,?,?,?,?,?,?,?
lilynair2,?,?,?,?,?,?,?,?,?,?,?,?,?
Yin,Other,?,in Men and Women,?,?,Other,Independent,?,Secular,?,Bachelors Degree,White,?
Ferinthia,?,?,?,?,?,?,?,?,?,?,?,?,?
AussieKnight87,?,?,?,?,?,?,?,?,?,?,?,?,?
VenomSoul,?,?,?,?,?,?,?,?,?,?,?,?,Male
TyJack11x,Conservative,?,?,?,?,?,?,?,Christian,?,?,White,Male
Chrislam,?,?,?,?,?,?,?,?,?,?,?,?,?
mrbean224,?,?,?,?,?,?,?,?,?,?,?,?,?
LuciaB,Socialist,"Less than $25,000",in Men and Women,"Friendship, Dating, A Relationship",Lucia Bevilacqua,Student,Undecided,Single,Agnostic,2000,High School,White,Female
Whitepower323,?,?,?,?,?,?,?,?,?,?,?,?,?
The_R3d_Fury,?,?,?,?,?,Student,?,?,Christian,?,?,White,Male
Nookoh,?,?,?,?,?,?,?,?,?,?,?,?,?
Aonghas,?,?,?,?,?,?,?,?,?,?,?,?,?
SoupNigger,?,?,?,?,?,?,?,?,?,?,?,?,?
TheRationalist,?,?,in Women,"Friendship, Dating, A Relationship, Networking",?,?,?,Single,Atheist,?,Bachelors Degree,White,Male
McJesus,Conservative,?,?,?,?,?,Republican Party,?,?,?,?,?,?
WorldSkeptic,?,?,?,?,?,?,?,?,?,?,?,?,?
fidelmercado,?,?,?,?,?,?,?,?,?,?,?,?,?
Bob13,Libertarian,"Less than $25,000",?,?, Private,Student,Republican Party,?,Secular,?,High School,Other,Male
rm12345,?,?,?,?,?,?,?,?,?,?,?,?,?
emeraldmeadows,?,?,?,?,?,?,?,?,?,?,?,?,?
Jarhyn,Progressive,?,in Men,"Friendship, Networking",?,?,Other,In a Relationship,?,?,Bachelors Degree,?,Male
CatCom,?,?,?,?,?,?,?,?,?,?,?,?,?
Tiff,?,?,in Men,"Friendship, Networking",Rose Private,Student,?,Single,Other,?,?,Other,Female
Xalgucennia,?,?,?,?,?,?,?,?,?,?,?,?,Male
RobertlewisIR,?,?,in Women,?,?,Other,?,In a Relationship,Atheist,1988,Some College,White,Male
its_me_vie,?,?,?,?,?,?,?,?,?,?,?,?,?
Caploxion,?,?,?,?,?,?,?,?,?,?,?,?,?
Ada99,?,?,?,?,?,?,?,?,?,?,?,?,?
jchezick,?,?,?,?,?,?,?,?,?,?,?,?,?
DeJesus.Lisette,?,?,?,?,?,?,?,?,?,?,?,?,?
meer,?,?,?,?,?,?,?,?,?,?,?,?,?
QuanticoJake,Conservative,"Less than $25,000",in Women,?,?,?,Undecided,?,Christian - Baptist,?,High School,White,?
Bubbagump282,Undecided,?,?,?,?,?,Independent,?,Atheist,?,?,White,?
Orelbon,Progressive,?,?,?,?,Student,Democratic Party,?,Atheist,?,?,Latino,?
Rahil159,?,?,?,?,?,?,?,?,?,?,?,?,?
JTGate1,?,?,?,?,?,?,?,?,?,?,?,?,Male
Floridian_Tyler,?,?,?,?,?,?,?,?,?,?,?,?,?
OregonDuck3,?,?,?,?,?,?,?,?,?,?,?,?,?
Jonas16,Moderate,?,?,?,?,?,Republican Party,?,?,?,?,?,?
Pegasus4,?,?,?,?,?,?,?,?,?,?,?,?,?
AmericanPatriot1776,?,?,?,?,?,?,?,?,?,?,?,?,?
JaredV49,?,?,?,?,?,?,?,?,?,?,?,?,?
walker_harris3,Libertarian,?,?,?,?,Labor,Independent,?,Christian - Episcopalian,?,Some College,White,?
brandonx23,Other,?,in Women,Friendship, Private,Student,Other,?,Christian,?,?,White,?
Molan_Labe_USA,Libertarian,?,?,?,?,?,Undecided,?,?,?,?,?,?
BoredFace,?,?,?,?,?,?,?,?,?,?,?,?,Female
Vanpebro,?,?,?,?,?,?,?,?,?,?,?,?,?
yishai,?,?,?,?,?,?,?,?,?,?,?,?,?
joelmn,?,?,?,?,?,?,?,?,?,?,?,?,?
Olivia-Mills,Other,Other,?,?,?,Artist,Other,?,Muslim,?,Associates Degree,Other,Female
Lukas8,Progressive,Other,?,?, Private,?,Independent,?,Atheist,?,Other,White,Male
RTN1994,?,?,?,?,?,?,?,?,?,?,?,?,?
travelman,Liberal,?,?,?,?,?,Democratic Party,?,Christian - Catholic,?,?,Asian,?
birkleishaun,?,?,?,?,?,?,?,?,?,?,?,?,?
Praetorian2013,?,?,?,?,?,?,?,?,?,?,?,?,?
nudegtheumbrellacorp,?,?,?,?,?,?,?,?,?,?,?,?,?
joshr15,?,?,?,?,?,?,?,?,?,?,?,?,?
Debategirl8392,?,?,?,?,?,?,?,?,?,?,?,?,?
Delta3204,?,?,?,?,?,?,?,?,?,?,?,?,?
CannedBread,Conservative,"More than $150,000",?,?,?,Legal,Republican Party,?,Jewish,?,Graduate Degree,Other,Male
munkhtulgaod,?,?,?,?,?,Other,?,?,?,?,?,Asian,?
Tomiris,?,?,?,?,?,?,?,?,?,?,?,?,?
Pjay,?,?,?,?,?,?,?,?,?,?,?,?,?
keyconfig,?,?,?,?,?,?,?,?,?,?,?,?,?
Davingo,?,?,?,?,?,?,?,?,?,?,?,?,Male
homeslice-a-meister,?,?,?,?,?,?,?,?,?,?,?,?,?
MulanLabe,Anarchist,?,?,?,?,Student,?,?,Atheist,?,?,White,?
KarthikS,?,?,?,?,?,?,?,?,?,?,?,?,Male
AnniexBannanie,?,?,?,?,?,?,?,?,?,?,?,?,?
MaximumRide879,?,?,in Men,Friendship,?,?,?,?,?,?,High School,White,?
mropinion,?,?,?,?,?,?,?,?,?,?,?,?,?
enothehippie,?,"Less than $25,000",?,?,?,Other,?,?,Other,?,?,White,?
Draco77709,?,?,?,?,?,?,?,?,?,?,?,?,?
oombahfah,?,?,?,?,?,?,?,?,?,?,?,?,?
Haverd,?,?,?,?,?,?,?,?,?,?,?,?,?
Jennine,?,?,?,?,?,?,?,?,?,?,?,?,?
akabuttons,?,?,?,?,?,?,?,?,?,?,?,?,?
yugo,?,?,?,?,?,?,?,?,?,?,?,?,Male
Spacenut,?,?,?,?,?,?,?,?,?,?,?,?,?
Victoria.Kissinger,?,?,?,?,?,?,?,?,?,?,?,?,?
Paramedic268,Conservative,?,in Women,"Friendship, Networking", Private,?,Republican Party,Married,?,1963,?,?,Male
Rhenium,Liberal,?,?,?,?,?,Democratic Party,?,Deism,?,?,Asian,?
HeavyMetalx223,?,?,?,?,?,?,?,?,?,?,?,?,?
xie323,?,?,?,?,?,?,?,?,?,?,?,?,Male
xRepubx,?,?,?,?,?,?,?,?,?,?,?,?,?
MartiansOnVenus,?,?,?,?, ,?,?,?,Atheist,1993,?,White,Male
ROSE123,?,?,?,?,?,?,?,?,?,?,?,?,?
Freedomordeath1,?,?,?,?,?,?,?,?,?,?,?,?,?
chris644,?,?,?,?,?,?,?,?,?,?,?,?,?
psychohare360,?,?,?,?,?,?,?,?,?,?,?,?,Male
natalia.arrow,?,?,?,?,?,?,?,?,?,?,?,?,?
dyljam1997,?,?,?,?,?,?,?,?,?,?,?,?,?
m4bell,Green,?,in Women,Friendship,?,?,Green Party,Single,Christian - Protestant,?,High School,White,Male
special,?,?,?,?,?,?,?,?,?,?,?,?,Male
jinnhughes,?,?,?,?,?,?,?,?,?,?,?,?,?
Zombiefromplanetx13,Anarchist,?,?,Friendship,?,?,Independent,Single,Other,?,Some College,White,Male
Anchorageboy,?,?,?,?,?,?,?,?,?,?,?,?,?
STEFANOGADINMA,?,?,?,?,?,?,?,?,?,?,?,?,?
GoldenAether,?,?,?,?,?,?,?,?,?,?,?,?,?
vinter,?,?,?,?,?,?,?,?,?,?,?,?,?
Cmm6897,?,?,?,?,?,?,?,?,?,?,?,?,?
Shadowheart26,?,?,?,?,?,?,?,?,?,?,?,?,?
bigballz69,?,?,?,?,?,?,?,?,?,?,?,?,?
jpisar,?,?,?,?,?,?,?,?,?,?,?,?,Male
Kyle.Hill-Strackbein,?,?,?,?,?,?,?,?,?,?,?,?,?
ihoskins,?,?,?,?,?,?,?,?,?,?,?,?,?
MichaelFuller,Libertarian,Other,in Women,Dating,?,Student,Libertarian Party,Single,Christian - Catholic,?,High School,White,?
ray.tapajna,?,?,?,?,?,?,?,?,?,?,?,?,Male
W1ll1ph0n3,Progressive,?,in Women,"Friendship, Networking",?,Student,Green Party,Single,Agnostic,?,High School,Other,Male
RachaelMiller,?,?,in Men,?,?,Student,Democratic Party,Single,?,?,High School,White,Female
iankas,?,?,?,?,?,Student,?,?,?,?,?,?,?
msmith0126,?,?,?,?,?,?,?,?,?,?,?,?,?
wmatt223,?,?,?,?,?,?,?,?,?,?,?,?,?
PopTartsAreBetter,?,?,?,?,?,?,?,?,?,?,?,?,?
Reddawn204,?,?,?,?,?,?,?,?,?,?,?,?,?
Jaleel-Fitch,?,?,?,?,?,?,?,?,?,?,?,?,?
angeeldabaee,?,?,?,?,?,?,?,?,?,?,?,?,?
Rubikx,?,"Less than $25,000",in Women,"Friendship, Networking",?,Student,?,?,?,?,High School,White,?
Mr.Thinkaboutit,?,?,?,?,?,?,?,?,?,?,?,?,Male
SeanPressey,?,?,?,?,?,?,?,?,?,?,?,?,Male
Dave456,?,?,?,?,?,?,?,?,?,?,?,?,?
rediyet,?,?,?,?,?,?,?,?,?,?,?,?,?
mattk3650,?,?,?,?,?,?,?,?,?,?,?,?,?
lil_phill44,Anarchist,?,?,?,?,?,Independent,?,Agnostic,?,?,Latino,?
jazzy99,?,?,?,?,?,?,?,?,?,?,?,?,?
2-D,?,?,?,?,?,?,?,?,?,?,?,?,?
ackissling,Moderate,?,in Women,?,?,?,Republican Party,Single,Christian - Catholic,?,?,White,?
dhumphreys17,Libertarian,?,in Women,"Friendship, Dating, A Relationship, Networking",?,?,Republican Party,Single,?,?,?,?,Male
Waxwing,Communist,?,?,?,?,?,?,?,?,?,?,?,?
spoinkster,?,?,?,?,?,?,?,?,?,?,?,?,?
DANYTAR,?,?,?,?,?,?,?,?,?,?,?,?,?
Purptopious,?,?,?,?,?,?,?,?,?,?,?,?,?
Fancy_Bear,?,?,?,?,?,?,?,?,?,?,?,?,?
JD8PB,?,?,?,?,?,?,?,?,?,?,?,?,?
KevinM67,?,?,?,?,?,?,?,?,?,?,?,?,Male
angii,?,?,?,"Friendship, Dating, A Relationship, Networking",?,?,?,Single,Islamic,?,High School,?,Female
shood0385,Moderate,?,?,?,?,Teacher,Independence Party,Single,Other,?,Associates Degree,?,?
mini_gal73,?,?,?,?,?,?,?,?,?,?,?,?,?
YoungAdultRead,?,?,?,?,?,Student,?,?,?,?,Some College,?,?
awixom,?,?,?,?,?,?,?,?,?,?,?,?,?
psparks91,?,?,?,?,?,?,?,?,?,?,?,?,Male
ArceusBlitz,?,?,?,?,?,?,?,?,?,?,?,?,?
knls,?,?,?,?,?,?,?,?,?,?,?,?,?
a0l0x,?,?,?,?,?,?,?,?,?,?,?,?,?
NicoNoise,Socialist,?,in Women,?,?,Student,Undecided,In a Relationship,Agnostic,?,Some College,White,?
americanmade23,Undecided,Other,in Women,A Relationship,Steven Corey,Other,Undecided,Single,Atheist,1997,High School,White,Male
insert_name_here,?,?,?,?,?,?,?,?,?,?,?,?,?
Viper-King,?,?,?,?,?,?,?,?,?,?,?,?,?
PowerOfFail,Conservative,"Less than $25,000",in Women,?,?,Student,Republican Party,Single,Atheist,?,High School,Asian,?
BHopper,?,?,?,?,?,?,?,?,?,?,?,?,?
Steven2332,?,?,?,?,?,?,?,?,?,?,?,?,?
MarkusUSA,?,?,?,?,?,?,?,?,?,?,?,?,?
RainbowDash52,Libertarian,"$50,000 to $75,000",in Women,?,?,Other,Libertarian Party,Single,Atheist,?,Bachelors Degree,White,Male
debateandfight,?,?,?,?,?,?,?,?,?,?,?,?,?
KH1776,?,?,?,?,?,?,?,?,?,?,?,?,?
athena0,?,?,?,?,?,?,?,?,?,?,?,?,?
piefav,Other,?,in Men and Women,"Friendship, Dating, A Relationship",C.J. Private,Student,Justice Party,Single,Christian - Church of Christ,?,?,Asian,Male
Godiva,?,?,?,?,?,?,?,?,?,?,?,?,?
mammasmitten,?,?,?,?,?,?,?,?,?,?,?,?,?
pandapower,?,?,?,?,?,?,?,?,?,?,?,?,?
inde,?,?,?,?,?,?,?,?,?,?,?,?,?
ILoveSitarMusic,Liberal,?,in Men and Women,"Friendship, Dating, A Relationship, Networking",?,Artist,Independent,Single,Christian,?,?,?,Female
cheesecake101,?,?,?,?,?,?,?,?,?,?,?,?,?
dabeast5764,?,?,?,?,?,?,?,?,?,?,?,?,?
orecic,?,?,?,?,?,?,?,?,?,?,?,?,?
veggie101,Conservative,?,in Men,Networking,?,Student,Undecided,In a Relationship,?,?,Some College,Latino,Female
A.Starr,?,?,?,?,?,?,?,?,Christian - Pentecostal,?,?,White,Female
kiley.roland,?,?,?,?,?,?,?,?,?,?,?,?,?
nixhola5,Liberal,"Less than $25,000",in Men,Friendship,?,Student,Green Party,Single,Other,?,?,Other,Male
Deathbeforedishonour,Conservative,?,in Women,Friendship,?,Other,Republican Party,Engaged,Christian - Catholic,?,High School,White,Male
Holden27,?,?,?,?,?,?,?,?,?,?,?,?,?
Brian_J445625,?,?,?,?,?,?,?,?,?,?,?,?,?
Pushpesh,?,?,?,?,?,?,?,?,?,?,?,?,?
Edmyron,?,?,?,?,?,?,?,?,?,?,?,?,?
Jacobtruth,?,?,?,?,?,?,?,?,?,?,?,?,Male
DerKing,?,?,?,?,?,?,?,?,?,?,?,?,?
bat9581,?,?,?,?,?,?,?,?,Atheist,?,?,White,Male
cuttiepie3d,?,?,?,?,?,?,?,?,?,?,?,?,?
MizzEnigma,?,?,?,?,?,?,?,?,?,?,?,?,?
OrlGB18,?,?,?,?,?,?,?,?,?,?,?,?,?
ngl,?,?,?,?,?,?,?,?,?,?,?,?,?
Moogle_Lover,?,?,?,?,?,Technical,?,?,Atheist,?,?,White,Male
RhysJones,?,?,?,?,?,?,?,?,?,?,?,?,?
yetifivepecks,Socialist,?,in Women,"Friendship, Networking",?,Other,Green Party,Married,Daoist,?,Associates Degree,White,Male
sasty525,?,?,?,?,?,?,?,?,?,?,?,?,Female
Whathow,?,?,?,?,?,?,?,?,?,?,?,?,?
BriceysCousin,?,?,?,?,?,?,?,?,?,?,?,?,?
bryanshea,?,?,?,?,?,?,?,?,?,?,?,?,?
Jikpamu,Libertarian,?,?,?,?,?,Republican Party,Married,Christian - Baptist,?,Bachelors Degree,?,Male
vilwet,?,?,?,?,?,?,?,?,?,?,?,?,Female
JustMike05,?,?,?,?,?,?,?,?,?,?,?,?,?
sikk66,?,?,?,?,?,?,?,?,?,?,?,?,?
Rollbearandtide,Conservative,?,in Women,?,?,Student,Republican Party,Single,Christian - Presbytarian,?,High School,White,?
OLAGUNAS,?,?,?,?,?,?,?,?,?,?,?,?,?
Naveen007,?,?,?,?,?,?,?,?,?,?,?,?,?
thomasyocum,?,?,?,?,?,?,?,?,?,?,?,?,?
crafty_dood,?,?,?,?,?,?,?,?,?,?,?,?,?
JerseyMcJones,Progressive,?,?,?,?,?,Independent,?,?,?,?,?,?
JJ.Birkey,?,?,in Men,?,?,Military,?,Engaged,?,?,?,White,?
elPresidente,?,?,?,?,?,?,Independent,?,Atheist,?,?,White,?
Fighter365,?,"Less than $25,000",?,?,?,Administrative,?,?,Secular,?,?,White,?
Rayrayray83701,?,?,?,?,?,?,?,?,?,?,?,?,?
woeler,?,?,?,?,?,?,?,?,?,?,?,?,?
inkling,?,?,?,?,?,?,?,?,?,?,?,?,?
marxris75,?,?,?,?,?,?,?,?,?,?,?,?,?
david.seamans,?,?,?,?,?,?,?,?,?,?,?,?,Male
BrianD.Fer,Moderate,?,?,?,?,?,Republican Party,?,?,?,?,?,?
Donjaundebater1212,?,?,?,?,?,?,?,?,?,?,?,?,Male
TheStroke,?,?,?,?,?,?,?,?,?,?,?,?,?
TheHitchslap,Liberal,?,?,?,?,Student,Democratic Party,In a Relationship,Atheist,?,Bachelors Degree,Other,Male
FriendsToEveryone,?,?,?,?,?,?,?,?,?,?,?,?,?
Shootzilla,?,?,?,?,?,?,?,?,?,?,?,?,?
crichte2,?,?,?,?,?,?,?,?,?,?,?,?,Male
raniraoof,?,?,?,?,?,?,?,?,?,?,?,?,?
Spades440,?,?,?,?,?,?,?,?,?,?,?,?,?
apriljanelou,?,?,?,?,?,?,?,?,?,?,?,?,?
shezar_07,?,?,?,?,?,?,?,?,?,?,?,?,?
IntelligentPatriot,Conservative,?,?,?,?,?,Constitution Party,?,Christian - Assemblies of God,?,?,White,?
Politicain22,?,?,?,?,?,?,?,?,?,?,?,?,?
raptor356934,Undecided,?,in Women,"Friendship, Dating, A Relationship",?,?,Independent,Single,Agnostic,?,High School,White,?
princejerobeil,?,?,?,?,?,Student,?,?,?,?,?,?,Female
TimTheLiberal,?,?,?,?,?,?,?,?,?,?,?,?,?
Skeptical1,?,?,?,?,?,?,?,?,?,?,?,?,?
Evan_Schoenfeld,?,?,?,?,?,?,?,?,?,?,?,?,?
PeytonJMiller,?,?,?,?,?,?,?,?,?,?,?,?,Female
tvc184,?,?,?,?,?,?,?,?,?,?,?,?,?
JustCheNo,?,?,?,?,?,?,?,?,?,?,?,?,?
Andyturner,Libertarian,"Less than $25,000",?,?,?,Student,Republican Party,?,Christian,?,?,White,?
teenconservative,?,?,?,?,?,?,?,?,?,?,?,?,?
ewad11,?,?,?,?,?,?,?,?,?,?,?,?,?
Soul.Purge,?,?,?,?,?,?,?,?,?,?,?,?,?
daniel.m,?,?,?,?,?,?,?,?,?,?,?,?,Male
daniel.b,?,?,?,?,?,?,?,?,?,?,?,?,Male
TheChristian,Conservative,Other,in Men,Friendship,?,Other,Republican Party,Single,Christian,?,Other,White,Male
TheReasonableAmerican,?,?,?,?,?,?,?,?,?,?,?,?,?
inaneone,?,?,?,?,?,?,?,?,?,?,?,?,?
Guidestone,Conservative,?,in Men and Women,"Friendship, Dating, A Relationship, Networking",?,Student,Republican Party,Single,Deism,?,Some College,White,Male
KelliDGordon,?,?,?,?,?,?,?,?,?,?,?,?,?
Sapphique,?,?,?,?,?,?,?,?,?,?,?,?,Female
MarshallCock,?,?,?,?,?,?,?,?,?,?,?,?,?
Kilk1,Conservative,?,?,?,?,?,Republican Party,?,Christian - Church of Christ,?,?,?,Male
GregW,?,?,?,?,?,?,?,?,?,?,?,?,?
Gabus97,?,?,?,?,?,?,?,?,?,?,?,?,Male
